target,text,text,label
works ,"It still works and it 's extremely user friendly , so I would recommend it for new computer user and also for those who are just looking for a more efficient way to do things","It still MASK and it 's extremely user friendly , so I would recommend it for new computer user and also for those who are just looking for a more efficient way to do things",2
use ,"Its fast , easy to use and it looks great .","Its fast , easy to MASK and it looks great .",2
looks ,"Its fast , easy to use and it looks great .","Its fast , easy to use and it MASK great .",2
Office ,( but Office can be purchased ) IF I ever need a laptop again I am for sure purchasing another Toshiba ! !,( but MASK can be purchased ) IF I ever need a laptop again I am for sure purchasing another Toshiba ! !,1
retina display ,I have n't tried the one with retina display ... Maybe in the future .,I have n't tried the one with MASK ... Maybe in the future .,1
Performance ,"Performance is much much better on the Pro , especially if you install an SSD on it .","MASK is much much better on the Pro , especially if you install an SSD on it .",2
SSD ,"Performance is much much better on the Pro , especially if you install an SSD on it .","Performance is much much better on the Pro , especially if you install an MASK on it .",2
MagSafe accessories ,"Note , however , that any existing MagSafe accessories you have will not work with the MagSafe 2 connection .","Note , however , that any existing MASK you have will not work with the MagSafe 2 connection .",1
MagSafe 2 connection ,"Note , however , that any existing MagSafe accessories you have will not work with the MagSafe 2 connection .","Note , however , that any existing MagSafe accessories you have will not work with the MASK .",0
touchpad ,"The only thing I dislike is the touchpad , alot of the times its unresponsive and does things I dont want it too , I would recommend using a mouse with it .","The only thing I dislike is the MASK , alot of the times its unresponsive and does things I dont want it too , I would recommend using a mouse with it .",0
mouse ,"The only thing I dislike is the touchpad , alot of the times its unresponsive and does things I dont want it too , I would recommend using a mouse with it .","The only thing I dislike is the touchpad , alot of the times its unresponsive and does things I dont want it too , I would recommend using a MASK with it .",1
runs ,"The Mac mini is about 8x smaller than my old computer which is a huge bonus and runs very quiet , actually the fans are n't audible unlike my old pc","The Mac mini is about 8x smaller than my old computer which is a huge bonus and MASK very quiet , actually the fans are n't audible unlike my old pc",2
fans ,"The Mac mini is about 8x smaller than my old computer which is a huge bonus and runs very quiet , actually the fans are n't audible unlike my old pc","The Mac mini is about 8x smaller than my old computer which is a huge bonus and runs very quiet , actually the MASK are n't audible unlike my old pc",2
Mac OS ,MAYBE The Mac OS improvement were not The product they Want to offer .,MAYBE The MASK improvement were not The product they Want to offer .,0
Mac ecosystem ,I thought the transition would be difficult at best and would take some time to fully familiarize myself with the new Mac ecosystem .,I thought the transition would be difficult at best and would take some time to fully familiarize myself with the new MASK .,1
price ,It 's absolutely wonderful and worth the price !,It 's absolutely wonderful and worth the MASK !,2
use ,I am please with the products ease of use ; out of the box ready ; appearance and functionality .,I am please with the products ease of MASK ; out of the box ready ; appearance and functionality .,2
appearance ,I am please with the products ease of use ; out of the box ready ; appearance and functionality .,I am please with the products ease of use ; out of the box ready ; MASK and functionality .,2
functionality ,I am please with the products ease of use ; out of the box ready ; appearance and functionality .,I am please with the products ease of use ; out of the box ready ; appearance and MASK .,2
graphic design ,Perfect for all my graphic design classes I 'm taking this year in college : - ),Perfect for all my MASK classes I 'm taking this year in college : - ),2
slot ,I will not be using that slot again .,I will not be using that MASK again .,0
OS ,"The OS is fast and fluid , everything is organized and it 's just beautiful .","The MASK is fast and fluid , everything is organized and it 's just beautiful .",2
use ,They are simpler to use .,They are simpler to MASK .,2
SSD ,! so nice .. stable .. fast .. now i got my SSD !,! so nice .. stable .. fast .. now i got my MASK !,2
built-in camera ,"Also , in using the built-in camera , my voice recording for my vlog sounds like the interplanetary transmissions in the `` Star Wars '' saga .","Also , in using the MASK , my voice recording for my vlog sounds like the interplanetary transmissions in the `` Star Wars '' saga .",1
voice recording ,"Also , in using the built-in camera , my voice recording for my vlog sounds like the interplanetary transmissions in the `` Star Wars '' saga .","Also , in using the built-in camera , my MASK for my vlog sounds like the interplanetary transmissions in the `` Star Wars '' saga .",0
start up ,I love the quick start up .,I love the quick MASK .,2
functionality ,You just can not beat the functionality of an Apple device .,You just can not beat the MASK of an Apple device .,2
function ,Yet my mac continues to function properly .,Yet my mac continues to MASK properly .,2
Graphics ,Graphics are much improved .,MASK are much improved .,2
Build Quality ,"Here are the things that made me confident with my purchase : Build Quality - Seriously , you ca n't beat a unibody construction .","Here are the things that made me confident with my purchase : MASK - Seriously , you ca n't beat a unibody construction .",2
