target,text,textcon,text,label
service,"The T was pretty poor all around , the food was well below average relative to the cost , and outside there is a crazy bum who harasses every customer who leaves the place .",The ,"was pretty poor all around , the food was well below average relative to the cost , and outside there is a crazy bum who harasses every customer who leaves the place .",0
food,"The service was pretty poor all around , the T was well below average relative to the cost , and outside there is a crazy bum who harasses every customer who leaves the place .","The service was pretty poor all around , the ","was well below average relative to the cost , and outside there is a crazy bum who harasses every customer who leaves the place .",0
cost,"The service was pretty poor all around , the food was well below average relative to the T , and outside there is a crazy bum who harasses every customer who leaves the place .","The service was pretty poor all around , the food was well below average relative to the ",", and outside there is a crazy bum who harasses every customer who leaves the place .",0
food,Although I moved uptown I try to stop in as often as possible for the GREAT cheap T and to pay the friendly staff a visit .,Although I moved uptown I try to stop in as often as possible for the GREAT cheap ,and to pay the friendly staff a visit .,2
staff,Although I moved uptown I try to stop in as often as possible for the GREAT cheap food and to pay the friendly T a visit .,Although I moved uptown I try to stop in as often as possible for the GREAT cheap food and to pay the friendly ,a visit .,2
bar,I had to wait for my friend at the T for a few minutes,I had to wait for my friend at the ,for a few minutes,1
Chef,"T Vincenzo , always there if you need him , is a real talent and a real Roman .",a,"Vincenzo , always there if you need him , is a real talent and a real Roman .",2
Indian food,"If you 're looking to taste some great T and want good service , definitely visit Curry Leaf .",If you 're looking to taste some great ,"and want good service , definitely visit Curry Leaf .",2
service,"If you 're looking to taste some great Indian food and want good T , definitely visit Curry Leaf .",If you 're looking to taste some great Indian food and want good ,", definitely visit Curry Leaf .",2
Odessa stew,"You must try T or Rabbit stew ; salads-all good ; and kompot is soo refreshing during the hot summer day ( they make it the way my mom does , reminds me of home a lot ) .",You must try ,"or Rabbit stew ; salads-all good ; and kompot is soo refreshing during the hot summer day ( they make it the way my mom does , reminds me of home a lot ) .",2
Rabbit stew,"You must try Odessa stew or T ; salads-all good ; and kompot is soo refreshing during the hot summer day ( they make it the way my mom does , reminds me of home a lot ) .",You must try Odessa stew or ,"; salads-all good ; and kompot is soo refreshing during the hot summer day ( they make it the way my mom does , reminds me of home a lot ) .",2
salads,"You must try Odessa stew or Rabbit stew ; T -all good ; and kompot is soo refreshing during the hot summer day ( they make it the way my mom does , reminds me of home a lot ) .",You must try Odessa stew or Rabbit stew ; ,"-all good ; and kompot is soo refreshing during the hot summer day ( they make it the way my mom does , reminds me of home a lot ) .",2
kompot,"You must try Odessa stew or Rabbit stew ; salads-all good ; and T is soo refreshing during the hot summer day ( they make it the way my mom does , reminds me of home a lot ) .",You must try Odessa stew or Rabbit stew ; salads-all good ; and ,"is soo refreshing during the hot summer day ( they make it the way my mom does , reminds me of home a lot ) .",2
lunch,My daughter and I left feeling satisfied ( not stuffed ) and it felt good to know we had a healthy T .,My daughter and I left feeling satisfied ( not stuffed ) and it felt good to know we had a healthy ,.,2
waitress,"When she complained , the T said , Sorry .","When she complained , the ","said , Sorry .",1
quality of the meat,The T was on par with your local grocery store .,The ,was on par with your local grocery store .,0
smoothies,They specialize in T and fresh juices .,They specialize in ,and fresh juices .,2
fresh juices,They specialize in smoothies and T .,They specialize in smoothies and ,.,2
black roasted codfish,"I recommend the T , it was the best dish of the evening .",I recommend the ,", it was the best dish of the evening .",2
dish,"I recommend the black roasted codfish , it was the best T of the evening .","I recommend the black roasted codfish , it was the best ",of the evening .,2
waiter,The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the T and the resturant that we let and went some place else .,The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the ,and the resturant that we let and went some place else .,0
menu,The manager then told us we could order from whatever T we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else .,The manager then told us we could order from whatever ,we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else .,1
manager,The T then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else .,The ,then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else .,1
taste,"In mi burrito , here was nothing but dark chicken that had that cooked last week and just warmed up in a microwave T .","In mi burrito , here was nothing but dark chicken that had that cooked last week and just warmed up in a microwave ",.,0
chicken,"In mi burrito , here was nothing but dark T that had that cooked last week and just warmed up in a microwave taste .","In mi burrito , here was nothing but dark ",that had that cooked last week and just warmed up in a microwave taste .,0
reservation,"during busy hrs , i recommend that you make a T .","during busy hrs , i recommend that you make a ",.,1
brunch,I went to Common Stock for T and I was so impressed .,I went to Common Stock for ,and I was so impressed .,1
sushi,"now called nikki T , sushi is OK .",now called nikki ,", sushi is OK .",1
food,The T is also outstanding and is served quite quickly .,The ,is also outstanding and is served quite quickly .,2
served,The food is also outstanding and is T quite quickly .,The food is also outstanding and is ,quite quickly .,2
erbazzone emiliana,"From the T to the mostarda on the cheese plate , the dishes at this restaurant are all handled with delicate care .",From the ,"to the mostarda on the cheese plate , the dishes at this restaurant are all handled with delicate care .",2
mostarda on the cheese plate,"From the erbazzone emiliana to the T , the dishes at this restaurant are all handled with delicate care .",From the erbazzone emiliana to the ,", the dishes at this restaurant are all handled with delicate care .",2
