target,text,text,text,label
track pad ,"Only problem that I had was that the track pad was not very good for me , I only had a problem once or twice with it , But probably my computer was a bit defective .",Only problem that I had was that the ,"was not very good for me , I only had a problem once or twice with it , But probably my computer was a bit defective .",0
graphics ,It is super fast and has outstanding graphics .,It is super fast and has outstanding ,.,2
mountain lion ,But the mountain lion is just too slow .,But the ,is just too slow .,0
durability ,Strong build though which really adds to its durability .,Strong build though which really adds to its ,.,2
build ,Strong build though which really adds to its durability .,Strong ,though which really adds to its durability .,2
battery life ,The battery life is excellent- 6-7 hours without charging .,The ,is excellent- 6-7 hours without charging .,2
works ,I 've had my computer for 2 weeks already and it works perfectly .,I 've had my computer for 2 weeks already and it ,perfectly .,2
Windows 8 ,And I may be the only one but I am really liking Windows 8 .,And I may be the only one but I am really liking ,.,2
baterry ,The baterry is very longer .,The ,is very longer .,2
size ,Its size is ideal and the weight is acceptable .,Its ,is ideal and the weight is acceptable .,2
weight ,Its size is ideal and the weight is acceptable .,Its size is ideal and the ,is acceptable .,2
performance ,I can say that I am fully satisfied with the performance that the computer has supplied .,I can say that I am fully satisfied with the ,that the computer has supplied .,2
USB ports ,"This laptop has only 2 USB ports , and they are both on the same side .",This laptop has only 2 ,", and they are both on the same side .",0
speed ,It has so much more speed and the screen is very sharp .,It has so much more ,and the screen is very sharp .,2
screen ,It has so much more speed and the screen is very sharp .,It has so much more speed and the ,is very sharp .,2
price ,Everything I wanted and everything I needed and the price was great !,Everything I wanted and everything I needed and the ,was great !,2
Hardware performance ,It 's not inexpensive but the Hardware performance is impressive for a computer this small .,It 's not inexpensive but the ,is impressive for a computer this small .,2
works ,"This thing is awesome , everything always works , everything is always easy to set up , everything is compatible , its literally everything I could ask for .","This thing is awesome , everything always ",", everything is always easy to set up , everything is compatible , its literally everything I could ask for .",2
set up ,"This thing is awesome , everything always works , everything is always easy to set up , everything is compatible , its literally everything I could ask for .","This thing is awesome , everything always works , everything is always easy to ",", everything is compatible , its literally everything I could ask for .",2
Keyboard ,Keyboard responds well to presses .,a,responds well to presses .,2
Windows 8 ,"Lastly , Windows 8 is annoying .","Lastly , ",is annoying .,0
setup ,Everything is so easy and intuitive to setup or configure .,Everything is so easy and intuitive to ,or configure .,2
configure ,Everything is so easy and intuitive to setup or configure .,Everything is so easy and intuitive to setup or ,.,2
Windows 8 ,Biggest complaint is Windows 8 .,Biggest complaint is ,.,0
usb ports ,Only 2 usb ports ... seems kind of ... limited .,Only 2 ,... seems kind of ... limited .,0
features ,It has all the expected features and more +plus a wide screen and more than roomy keyboard .,It has all the expected ,and more +plus a wide screen and more than roomy keyboard .,2
screen ,It has all the expected features and more +plus a wide screen and more than roomy keyboard .,It has all the expected features and more +plus a wide ,and more than roomy keyboard .,2
keyboard ,It has all the expected features and more +plus a wide screen and more than roomy keyboard .,It has all the expected features and more +plus a wide screen and more than roomy ,.,2
Performance ,Amazing Performance for anything I throw at it .,Amazing ,for anything I throw at it .,2
quality ,The receiver was full of superlatives for the quality and performance .,The receiver was full of superlatives for the ,and performance .,2
performance ,The receiver was full of superlatives for the quality and performance .,The receiver was full of superlatives for the quality and ,.,2
OS ,I was extremely happy with the OS itself .,I was extremely happy with the ,itself .,2
